"","type","date(yyyyMMddHHmmss)","author","message","latitude","longitude","location","timestamp","id","cleaned","RT_pattern","RT_from","RT_message","RT_message_cleaned","user_mentioned","time_1min"
"2492","mbdata",2.014012e+13,"KronosQuoth","Don't be afraid to give up the good to go for the great.  #POKRally #HI",NA,NA,NA,2014-01-23 19:44:51,2492,"afraid give good go great","","","Don't be afraid to give up the good to go for the great.  #POKRally #HI","","","2014-01-23 19:44:00"
"2493","mbdata",2.014012e+13,"teresaJ","RT @NewsOnlineToday Witnesses report police holding off multiple gunmen #Abila",NA,NA,NA,2014-01-23 19:44:57,2493,"witness report police hold multiple gunman","RT @NewsOnlineToday","NewsOnlineToday","Witnesses report police holding off multiple gunmen #Abila","witness report police hold multiple gunman","@NewsOnlineToday","2014-01-23 19:44:00"
"2494","mbdata",2.014012e+13,"sithLordJames","RT @NewsOnlineToday Witnesses report police holding off multiple gunmen #Abila",NA,NA,NA,2014-01-23 19:44:57,2494,"witness report police hold multiple gunman","RT @NewsOnlineToday","NewsOnlineToday","Witnesses report police holding off multiple gunmen #Abila","witness report police hold multiple gunman","@NewsOnlineToday","2014-01-23 19:44:00"
"2495","mbdata",2.014012e+13,"rrWine","RT @megaMan @ben Its a cop. Not sure his status.",NA,NA,NA,2014-01-23 19:44:57,2495,"cop sure status","RT @megaMan","megaMan","@ben Its a cop. Not sure his status.","cop sure status","""@megaMan"" ""@ben""","2014-01-23 19:44:00"
"2496","mbdata",2.014012e+13,"siliconKing","RT @roger_roger Guy here thinks we can make a break for it. he's? chekcing the back room",NA,NA,NA,2014-01-23 19:45:00,2496,"guy think can make break chekcing back room","RT @roger_roger","roger_roger","Guy here thinks we can make a break for it. he's? chekcing the back room","guy think can make break chekcing back room","@roger_roger","2014-01-23 19:45:00"
"2497","mbdata",2.014012e+13,"KronosStar","Additional police have arrived to assist with building evacuations. #KronosStar #DancingDolphinFire",NA,NA,NA,2014-01-23 19:45:00,2497,"additional police arrive assist build evacuation","","","Additional police have arrived to assist with building evacuations. #KronosStar #DancingDolphinFire","","","2014-01-23 19:45:00"
"2498","mbdata",2.014012e+13,"HomelandIlluminations","Evacuation expanded to include more buildings. #HI",NA,NA,NA,2014-01-23 19:45:00,2498,"evacuation expand include building","","","Evacuation expanded to include more buildings. #HI","","","2014-01-23 19:45:00"
"2499","mbdata",2.014012e+13,"dangermice","Lots of displaced people wonder where they will all go tonight",36.059,24.894,NA,2014-01-23 19:45:00,2499,"lot displace people wonder go tonight","","","Lots of displaced people wonder where they will all go tonight","","","2014-01-23 19:45:00"
"2500","mbdata",2.014012e+13,"redisrad","#butwhere2",NA,NA,NA,2014-01-23 19:45:00,2500,"","","","#butwhere2","","","2014-01-23 19:45:00"
"2501","mbdata",2.014012e+13,"hempRules","Jax got called in to go help with #AbilaFire. #BravestHusbandEver #AbilasFinest",NA,NA,NA,2014-01-23 19:45:00,2501,"jax get call go help abilafire","","","Jax got called in to go help with #AbilaFire. #BravestHusbandEver #AbilasFinest","","","2014-01-23 19:45:00"
"2502","mbdata",2.014012e+13,"footfingers","imagine a Kronos without corporate pollution then act to make it happen #POK",36.054,24.902,NA,2014-01-23 19:45:00,2502,"imagine kronos without corporate pollution act make happen","","","imagine a Kronos without corporate pollution then act to make it happen #POK","","","2014-01-23 19:45:00"
"2503","mbdata",2.014012e+13,"FriendsOfKronos","police are doing something evacuating public around ALexandrias & Ithakis",NA,NA,NA,2014-01-23 19:45:00,2503,"police something evacuate public around alexandrias ithakis","","","police are doing something evacuating public around ALexandrias & Ithakis","","","2014-01-23 19:45:00"
"2504","mbdata",2.014012e+13,"michelleR","my friends was there and thank creator he wasn't killed to",NA,NA,NA,2014-01-23 19:45:00,2504,"friend thank creator kill","","","my friends was there and thank creator he wasn't killed to","","","2014-01-23 19:45:00"
"2505","mbdata",2.014012e+13,"protoGuy","van dude is waving his gun and shouting at cops.  He's crazy!",NA,NA,NA,2014-01-23 19:45:00,2505,"van dude wave gun shout cop crazy","","","van dude is waving his gun and shouting at cops.  He's crazy!","","","2014-01-23 19:45:00"
"2506","mbdata",2.014012e+13,"KronosStar","APD is evacuating the area and ask that the public refrain from gawking  #KronosStar",NA,NA,NA,2014-01-23 19:45:00,2506,"apd evacuate area ask public refrain gawk","","","APD is evacuating the area and ask that the public refrain from gawking  #KronosStar","","","2014-01-23 19:45:00"
"2507","mbdata",2.014012e+13,"AbilaPoliceDepartment","An office has been wounded in the course of duty. He is in good condition. More updates later. #APD",NA,NA,NA,2014-01-23 19:45:00,2507,"office wound course duty good condition update late","","","An office has been wounded in the course of duty. He is in good condition. More updates later. #APD","","","2014-01-23 19:45:00"
"2508","mbdata",2.014012e+13,"panopticon","the guy is screaming at the cops and waving a gun why arentt they shooting him just shot a cop",NA,NA,NA,2014-01-23 19:45:00,2508,"guy scream cop wave gun arentt shoot just shoot cop","","","the guy is screaming at the cops and waving a gun why arentt they shooting him just shot a cop","","","2014-01-23 19:45:00"
"2509","mbdata",2.014012e+13,"wiseWords","RT @truccotrucco OMG Abila Post says a cop got shot! what is happening??????",NA,NA,NA,2014-01-23 19:45:03,2509,"omg abila post say cop get shoot happen","RT @truccotrucco","truccotrucco","OMG Abila Post says a cop got shot! what is happening??????","omg abila post say cop get shoot happen","@truccotrucco","2014-01-23 19:45:00"
"2510","mbdata",2.014012e+13,"klingon4real","RT @megaMan still only taking peeks #stayingbehindmymailbox #TAG",NA,NA,NA,2014-01-23 19:45:03,2510,"still take peek","RT @megaMan","megaMan","still only taking peeks #stayingbehindmymailbox #TAG","still take peek","@megaMan","2014-01-23 19:45:00"
"2511","mbdata",2.014012e+13,"vonneka","RT @NewsOnlineToday Witnesses report gunmen have hostages #Abila",NA,NA,NA,2014-01-23 19:45:03,2511,"witness report gunman hostage","RT @NewsOnlineToday","NewsOnlineToday","Witnesses report gunmen have hostages #Abila","witness report gunman hostage","@NewsOnlineToday","2014-01-23 19:45:00"
"2512","mbdata",2.014012e+13,"henri","RT @roger_roger what's going on out there?",NA,NA,NA,2014-01-23 19:45:07,2512,"go","RT @roger_roger","roger_roger","what's going on out there?","go","@roger_roger","2014-01-23 19:45:00"
"2513","mbdata",2.014012e+13,"jaques","RT @HomelandIlluminations APD has one unit on site.",NA,NA,NA,2014-01-23 19:45:11,2513,"apd one unit site","RT @HomelandIlluminations","HomelandIlluminations","APD has one unit on site.","apd one unit site","@HomelandIlluminations","2014-01-23 19:45:00"
"2514","mbdata",2.014012e+13,"soup4u","RT @HomelandIlluminations APB reports more APD units en route",NA,NA,NA,2014-01-23 19:45:11,2514,"apb report apd unit en route","RT @HomelandIlluminations","HomelandIlluminations","APB reports more APD units en route","apb report apd unit en route","@HomelandIlluminations","2014-01-23 19:45:00"
"2515","mbdata",2.014012e+13,"truccotrucco","i think were trapped in here #gelatogalore #shooting",36.059,24.856,NA,2014-01-23 19:45:11,2515,"think trap","","","i think were trapped in here #gelatogalore #shooting","","","2014-01-23 19:45:00"
"2516","mbdata",2.014012e+13,"brontes_riff","Oh, guess that's just the neighbors",NA,NA,NA,2014-01-23 19:45:11,2516,"oh guess just neighbor","","","Oh, guess that's just the neighbors","","","2014-01-23 19:45:00"
"2517","mbdata",2.014012e+13,"Officia1AbilaPost","#GAStech president Sanjorge among world's wealthiest  smad.co.kronos/9njpp39",NA,NA,NA,2014-01-23 19:45:11,2517,"president sanjorge among world wealthy smadcokronosnjpp","","","#GAStech president Sanjorge among world's wealthiest  smad.co.kronos/9njpp39","","","2014-01-23 19:45:00"
"2518","mbdata",2.014012e+13,"SiaradSea","shooter s a nut",NA,NA,NA,2014-01-23 19:45:11,2518,"shooter s nut","","","shooter s a nut","","","2014-01-23 19:45:00"
"2519","ccdata",2.014012e+13,NA,"MISDEMEANOR ASSAULT-IN PROGRESS",NA,NA,"N. Arkadou St / N. Sirrakou St",2014-01-23 19:45:11,2519,"misdemeanor assaultin progress","","","MISDEMEANOR ASSAULT-IN PROGRESS","","","2014-01-23 19:45:00"
"2520","mbdata",2.014012e+13,"stolkfair","RT @megaMan @ben @george Can't see whos in the van yet, one cop",NA,NA,NA,2014-01-23 19:45:13,2520,"can see whos van yet one cop","RT @megaMan","megaMan","@ben @george Can't see whos in the van yet, one cop","can see whos van yet one cop","""@megaMan"" ""@ben"" ""@george""","2014-01-23 19:45:00"
"2521","mbdata",2.014012e+13,"KronosQuoth","Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 19:45:13,2521,"life happen react","","","Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally","","","2014-01-23 19:45:00"
"2522","mbdata",2.014012e+13,"wiseWords","RT @protoGuy hope the cop isn't dead",NA,NA,NA,2014-01-23 19:45:22,2522,"hope cop dead","RT @protoGuy","protoGuy","hope the cop isn't dead","hope cop dead","@protoGuy","2014-01-23 19:45:00"
"2523","mbdata",2.014012e+13,"plasticParts","RT @megaMan headlights from each car focused on the other #TAG",NA,NA,NA,2014-01-23 19:45:22,2523,"headlight car focus","RT @megaMan","megaMan","headlights from each car focused on the other #TAG","headlight car focus","@megaMan","2014-01-23 19:45:00"
"2524","mbdata",2.014012e+13,"grlPwrz505","Did you get arrested? Get a lawyer now! :kline.kronos/signup #POKRally",NA,NA,NA,2014-01-23 19:45:22,2524,"get arrest get lawyer now klinekronossignup","","","Did you get arrested? Get a lawyer now! :kline.kronos/signup #POKRally","","","2014-01-23 19:45:00"
"2525","mbdata",2.014012e+13,"ernieO","Let us support the victims. may the attackers know killing is not the solution.",NA,NA,NA,2014-01-23 19:45:22,2525,"let us support victim may attacker know kill solution","","","Let us support the victims. may the attackers know killing is not the solution.","","","2014-01-23 19:45:00"
"2526","mbdata",2.014012e+13,"brontes_riff","COPS everywhere!",NA,NA,NA,2014-01-23 19:45:22,2526,"cop everywhere","","","COPS everywhere!","","","2014-01-23 19:45:00"
"2527","mbdata",2.014012e+13,"Sara_Nespola","guy in the van has a gun and he doesn't seem too stable",NA,NA,NA,2014-01-23 19:45:22,2527,"guy van gun seem stable","","","guy in the van has a gun and he doesn't seem too stable","","","2014-01-23 19:45:00"
"2528","mbdata",2.014012e+13,"michelleR","Thank you to #APD #AFD for your brave service! #AbilasFinest",NA,NA,NA,2014-01-23 19:45:22,2528,"thank brave service","","","Thank you to #APD #AFD for your brave service! #AbilasFinest","","","2014-01-23 19:45:00"
"2529","mbdata",2.014012e+13,"BoraVerissimo","Trapped in the grocery. Guess we won't starve",NA,NA,NA,2014-01-23 19:45:22,2529,"trap grocery guess starve","","","Trapped in the grocery. Guess we won't starve","","","2014-01-23 19:45:00"
"2530","mbdata",2.014012e+13,"siliconKing","RT @hempRules Gelato Galore is owed by a Tethys businessman",NA,NA,NA,2014-01-23 19:45:23,2530,"gelato galore owe tethys businessman","RT @hempRules","hempRules","Gelato Galore is owed by a Tethys businessman","gelato galore owe tethys businessman","@hempRules","2014-01-23 19:45:00"
"2531","mbdata",2.014012e+13,"rrWine","RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar",NA,NA,NA,2014-01-23 19:45:28,2531,"government official tell people please stay away crime scene","RT @KronosStar","KronosStar","Government officials are telling people to please stay away from the crime scene. #KronosStar","government official tell people please stay away crime scene","@KronosStar","2014-01-23 19:45:00"
"2532","mbdata",2.014012e+13,"BlueVelvet","RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar",NA,NA,NA,2014-01-23 19:45:28,2532,"government official tell people please stay away crime scene","RT @KronosStar","KronosStar","Government officials are telling people to please stay away from the crime scene. #KronosStar","government official tell people please stay away crime scene","@KronosStar","2014-01-23 19:45:00"
"2533","mbdata",2.014012e+13,"luvMyPants","RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar",NA,NA,NA,2014-01-23 19:45:28,2533,"government official tell people please stay away crime scene","RT @KronosStar","KronosStar","Government officials are telling people to please stay away from the crime scene. #KronosStar","government official tell people please stay away crime scene","@KronosStar","2014-01-23 19:45:00"
"2534","mbdata",2.014012e+13,"wiseWords","RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar",NA,NA,NA,2014-01-23 19:45:37,2534,"official ask public patient apd resolve issue","RT @KronosStar","KronosStar","Officials are asking public to be patient while APD resolves the issue. #KronosStar","official ask public patient apd resolve issue","@KronosStar","2014-01-23 19:45:00"
"2535","mbdata",2.014012e+13,"phantomagate","RT @megaMan Police starting to move about - still can't see anyone in van - probably empty #TAG",NA,NA,NA,2014-01-23 19:45:40,2535,"police start move still can see anyone van probably empty","RT @megaMan","megaMan","Police starting to move about - still can't see anyone in van - probably empty #TAG","police start move still can see anyone van probably empty","@megaMan","2014-01-23 19:45:00"
"2536","mbdata",2.014012e+13,"KronosQuoth","The meaning of life is to find your gift. The purpose of life is to give it away.  #POKRally #HI",NA,NA,NA,2014-01-23 19:45:42,2536,"mean life find gift purpose life give away","","","The meaning of life is to find your gift. The purpose of life is to give it away.  #POKRally #HI","","","2014-01-23 19:45:00"
"2537","mbdata",2.014012e+13,"KronosQuoth","We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 19:45:42,2537,"can easily forgive child afraid dark real tragedy life man afraid light","","","We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally","","","2014-01-23 19:45:00"
"2538","mbdata",2.014012e+13,"Clevvah4Evah","I would like to return the complement #POK #Rally #Grammar",NA,NA,NA,2014-01-23 19:45:42,2538,"like return complement","","","I would like to return the complement #POK #Rally #Grammar","","","2014-01-23 19:45:00"
"2539","mbdata",2.014012e+13,"jgrobannne","RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost",NA,NA,NA,2014-01-23 19:45:45,2539,"unconfirmed report officer result gun fire gelatogalore park lot","RT @AbilaPost","AbilaPost","Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost","unconfirmed report officer result gun fire gelatogalore park lot","@AbilaPost","2014-01-23 19:45:00"
"2540","mbdata",2.014012e+13,"pinky","RT @AbilaPost Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost",NA,NA,NA,2014-01-23 19:45:45,2540,"unconfirmed report officer result gun fire gelatogalore park lot","RT @AbilaPost","AbilaPost","Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost","unconfirmed report officer result gun fire gelatogalore park lot","@AbilaPost","2014-01-23 19:45:00"
"2541","mbdata",2.014012e+13,"sithLordJames","RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar",NA,NA,NA,2014-01-23 19:45:45,2541,"shot fire gelato galore police officer","RT @KronosStar","KronosStar","Shots fired at Gelato Galore. Police officer is down. #KronosStar","shot fire gelato galore police officer","@KronosStar","2014-01-23 19:45:00"
"2542","mbdata",2.014012e+13,"vonneka","RT @KronosStar Shots fired at Gelato Galore. Police officer is down. #KronosStar",NA,NA,NA,2014-01-23 19:45:45,2542,"shot fire gelato galore police officer","RT @KronosStar","KronosStar","Shots fired at Gelato Galore. Police officer is down. #KronosStar","shot fire gelato galore police officer","@KronosStar","2014-01-23 19:45:00"
"2543","mbdata",2.014012e+13,"sithLordJames","RT @prettyRain OMGOMGOMG i'm scared -someones dead",NA,NA,NA,2014-01-23 19:45:45,2543,"omgomgomg I scare someones dead","RT @prettyRain","prettyRain","OMGOMGOMG i'm scared -someones dead","omgomgomg I scare someones dead","@prettyRain","2014-01-23 19:45:00"
"2544","mbdata",2.014012e+13,"microBanana","RT @roger_roger WTH? Did the stupid rally get?violent?",NA,NA,NA,2014-01-23 19:45:45,2544,"wth stupid rally getviolent","RT @roger_roger","roger_roger","WTH? Did the stupid rally get?violent?","wth stupid rally getviolent","@roger_roger","2014-01-23 19:45:00"
"2545","mbdata",2.014012e+13,"BlueVelvet","RT @megaMan More police here and ambulance.  Good luck getting him out. #TAG",NA,NA,NA,2014-01-23 19:45:46,2545,"police ambulance good luck get","RT @megaMan","megaMan","More police here and ambulance.  Good luck getting him out. #TAG","police ambulance good luck get","@megaMan","2014-01-23 19:45:00"
"2546","mbdata",2.014012e+13,"AbilaPost","Additional #APD units have arrived at the scen of shooting at Gelatogalore #AbilaPost",NA,NA,NA,2014-01-23 19:45:47,2546,"additional unit arrive scen shoot gelatogalore","","","Additional #APD units have arrived at the scen of shooting at Gelatogalore #AbilaPost","","","2014-01-23 19:45:00"
"2547","mbdata",2.014012e+13,"klingon4real","RT @CentralBulletin report of officer down as result of gun fire at Abila business Gelatogalore #Abila #CentralBulletin",NA,NA,NA,2014-01-23 19:45:48,2547,"report officer result gun fire abila business gelatogalore","RT @CentralBulletin","CentralBulletin","report of officer down as result of gun fire at Abila business Gelatogalore #Abila #CentralBulletin","report officer result gun fire abila business gelatogalore","@CentralBulletin","2014-01-23 19:45:00"
"2548","mbdata",2.014012e+13,"gardener4958","RT @CentralBulletin officer has been shot ambulance dispatched to gelatogalore shooting #Abila #CentralBulletin",NA,NA,NA,2014-01-23 19:45:57,2548,"officer shoot ambulance dispatch gelatogalore shoot","RT @CentralBulletin","CentralBulletin","officer has been shot ambulance dispatched to gelatogalore shooting #Abila #CentralBulletin","officer shoot ambulance dispatch gelatogalore shoot","@CentralBulletin","2014-01-23 19:45:00"
"2549","mbdata",2.014012e+13,"blueSunshine","RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar",NA,NA,NA,2014-01-23 19:46:00,2549,"apd evacuate area ask public refrain gawk","RT @KronosStar","KronosStar","APD is evacuating the area and ask that the public refrain from gawking  #KronosStar","apd evacuate area ask public refrain gawk","@KronosStar","2014-01-23 19:46:00"
"2550","mbdata",2.014012e+13,"plasticParts","RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar",NA,NA,NA,2014-01-23 19:46:00,2550,"apd evacuate area ask public refrain gawk","RT @KronosStar","KronosStar","APD is evacuating the area and ask that the public refrain from gawking  #KronosStar","apd evacuate area ask public refrain gawk","@KronosStar","2014-01-23 19:46:00"
"2551","mbdata",2.014012e+13,"jaques","RT @KronosStar APD is evacuating the area and ask that the public refrain from gawking  #KronosStar",NA,NA,NA,2014-01-23 19:46:00,2551,"apd evacuate area ask public refrain gawk","RT @KronosStar","KronosStar","APD is evacuating the area and ask that the public refrain from gawking  #KronosStar","apd evacuate area ask public refrain gawk","@KronosStar","2014-01-23 19:46:00"
"2552","mbdata",2.014012e+13,"InternationalNews","Continued evacuations n the Abila Dancing Dolphin Fire #abila #IntNews",NA,NA,NA,2014-01-23 19:46:00,2552,"continue evacuation n abila dance dolphin fire","","","Continued evacuations n the Abila Dancing Dolphin Fire #abila #IntNews","","","2014-01-23 19:46:00"
"2553","mbdata",2.014012e+13,"anaregents","cops are leaving becuz there is too much love here #APDfail?#POKrules",NA,NA,NA,2014-01-23 19:46:00,2553,"cop leave becuz much love","","","cops are leaving becuz there is too much love here #APDfail?#POKrules","","","2014-01-23 19:46:00"
"2554","mbdata",2.014012e+13,"truccotrucco","more cops have arrived someone just saw #shooting",36.059,24.856,NA,2014-01-23 19:46:00,2554,"cop arrive someone just see","","","more cops have arrived someone just saw #shooting","","","2014-01-23 19:46:00"
"2555","mbdata",2.014012e+13,"yomamma","OMG I live 10 minutes from the food store!!!!!!!",NA,NA,NA,2014-01-23 19:46:00,2555,"omg live minute food store","","","OMG I live 10 minutes from the food store!!!!!!!","","","2014-01-23 19:46:00"
"2556","mbdata",2.014012e+13,"protoGuy","just realized the cops shot a lot of bullets and didn't hit the van dude",NA,NA,NA,2014-01-23 19:46:00,2556,"just realize cop shoot lot bullet hit van dude","","","just realized the cops shot a lot of bullets and didn't hit the van dude","","","2014-01-23 19:46:00"
"2557","mbdata",2.014012e+13,"HomelandIlluminations","additional APD units on site of hostage scene",NA,NA,NA,2014-01-23 19:46:00,2557,"additional apd unit site hostage scene","","","additional APD units on site of hostage scene","","","2014-01-23 19:46:00"
"2558","mbdata",2.014012e+13,"roger_roger","Guy just came back - says he looked out the back door and saw a black van and guys with guns.",NA,NA,NA,2014-01-23 19:46:00,2558,"guy just come back say look back door see black van guy gun","","","Guy just came back - says he looked out the back door and saw a black van and guys with guns.","","","2014-01-23 19:46:00"
"2559","mbdata",2.014012e+13,"Clevvah4Evah","Thats bad I have carpool tunnel #POK #Rally #Grammar",NA,NA,NA,2014-01-23 19:46:06,2559,"thats bad carpool tunnel","","","Thats bad I have carpool tunnel #POK #Rally #Grammar","","","2014-01-23 19:46:00"
"2560","mbdata",2.014012e+13,"KronosQuoth","Fortune sides with him who dares.  #POKRally #HI",NA,NA,NA,2014-01-23 19:46:06,2560,"fortune side dare","","","Fortune sides with him who dares.  #POKRally #HI","","","2014-01-23 19:46:00"
"2561","mbdata",2.014012e+13,"KronosQuoth","How wonderful it is that nobody need wait a single moment before starting to improve the world.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 19:46:06,2561,"wonderful nobody need wait single moment start improve world","","","How wonderful it is that nobody need wait a single moment before starting to improve the world.  #KronosStar #POKRally","","","2014-01-23 19:46:00"
"2562","mbdata",2.014012e+13,"siliconKing","RT @HomelandIlluminations APD has one unit on site.",NA,NA,NA,2014-01-23 19:46:11,2562,"apd one unit site","RT @HomelandIlluminations","HomelandIlluminations","APD has one unit on site.","apd one unit site","@HomelandIlluminations","2014-01-23 19:46:00"
"2563","mbdata",2.014012e+13,"zengardener","RT @megaMan Cop and buddy run out to ambulance. #TAG",NA,NA,NA,2014-01-23 19:46:11,2563,"cop buddy run ambulance","RT @megaMan","megaMan","Cop and buddy run out to ambulance. #TAG","cop buddy run ambulance","@megaMan","2014-01-23 19:46:00"
"2564","mbdata",2.014012e+13,"sithLordJames","RT @HomelandIlluminations APB reports more APD units en route",NA,NA,NA,2014-01-23 19:46:11,2564,"apb report apd unit en route","RT @HomelandIlluminations","HomelandIlluminations","APB reports more APD units en route","apb report apd unit en route","@HomelandIlluminations","2014-01-23 19:46:00"
"2565","mbdata",2.014012e+13,"ninjabob","RT @HomelandIlluminations APB reports more APD units en route",NA,NA,NA,2014-01-23 19:46:11,2565,"apb report apd unit en route","RT @HomelandIlluminations","HomelandIlluminations","APB reports more APD units en route","apb report apd unit en route","@HomelandIlluminations","2014-01-23 19:46:00"
"2566","mbdata",2.014012e+13,"roger_roger","I think we're stuck",NA,NA,NA,2014-01-23 19:46:21,2566,"think stick","","","I think we're stuck","","","2014-01-23 19:46:00"
"2567","mbdata",2.014012e+13,"jgrobannne","RT @ernieO Let us support the victims. may the attackers know killing is not the solution.",NA,NA,NA,2014-01-23 19:46:22,2567,"let us support victim may attacker know kill solution","RT @ernieO","ernieO","Let us support the victims. may the attackers know killing is not the solution.","let us support victim may attacker know kill solution","@ernieO","2014-01-23 19:46:00"
"2568","mbdata",2.014012e+13,"slamrjamr","RT @brontes_riff COPS everywhere!",NA,NA,NA,2014-01-23 19:46:22,2568,"cop everywhere","RT @brontes_riff","brontes_riff","COPS everywhere!","cop everywhere","@brontes_riff","2014-01-23 19:46:00"
"2569","mbdata",2.014012e+13,"rnbwBrite","RT @KronosStar Government officials are telling people to please stay away from the crime scene. #KronosStar",NA,NA,NA,2014-01-23 19:46:28,2569,"government official tell people please stay away crime scene","RT @KronosStar","KronosStar","Government officials are telling people to please stay away from the crime scene. #KronosStar","government official tell people please stay away crime scene","@KronosStar","2014-01-23 19:46:00"
"2570","mbdata",2.014012e+13,"reggierockin776","I recommend this site #abila dates.kronos/clickhere",NA,NA,NA,2014-01-23 19:46:28,2570,"recommend site dateskronosclickhere","","","I recommend this site #abila dates.kronos/clickhere","","","2014-01-23 19:46:00"
"2571","mbdata",2.014012e+13,"FriendsOfKronos","more cops coming to battle POK terrorists",NA,NA,NA,2014-01-23 19:46:35,2571,"cop come battle pok terrorist","","","more cops coming to battle POK terrorists","","","2014-01-23 19:46:00"
"2572","mbdata",2.014012e+13,"BlueVelvet","RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar",NA,NA,NA,2014-01-23 19:46:37,2572,"official ask public patient apd resolve issue","RT @KronosStar","KronosStar","Officials are asking public to be patient while APD resolves the issue. #KronosStar","official ask public patient apd resolve issue","@KronosStar","2014-01-23 19:46:00"
"2573","mbdata",2.014012e+13,"zengardener","RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar",NA,NA,NA,2014-01-23 19:46:37,2573,"official ask public patient apd resolve issue","RT @KronosStar","KronosStar","Officials are asking public to be patient while APD resolves the issue. #KronosStar","official ask public patient apd resolve issue","@KronosStar","2014-01-23 19:46:00"
"2574","mbdata",2.014012e+13,"phantomagate","RT @KronosStar Officials are asking public to be patient while APD resolves the issue. #KronosStar",NA,NA,NA,2014-01-23 19:46:37,2574,"official ask public patient apd resolve issue","RT @KronosStar","KronosStar","Officials are asking public to be patient while APD resolves the issue. #KronosStar","official ask public patient apd resolve issue","@KronosStar","2014-01-23 19:46:00"
"2575","mbdata",2.014012e+13,"farmboy","RT @AbilaPost Police evacuating corner around Alexandiras and Ithakis for public safety",NA,NA,NA,2014-01-23 19:46:40,2575,"police evacuate corner around alexandiras ithakis public safety","RT @AbilaPost","AbilaPost","Police evacuating corner around Alexandiras and Ithakis for public safety","police evacuate corner around alexandiras ithakis public safety","@AbilaPost","2014-01-23 19:46:00"
"2576","mbdata",2.014012e+13,"jaques","RT @AbilaPost Police evacuating corner around Alexandiras and Ithakis for public safety",NA,NA,NA,2014-01-23 19:46:40,2576,"police evacuate corner around alexandiras ithakis public safety","RT @AbilaPost","AbilaPost","Police evacuating corner around Alexandiras and Ithakis for public safety","police evacuate corner around alexandiras ithakis public safety","@AbilaPost","2014-01-23 19:46:00"
"2577","mbdata",2.014012e+13,"onl1neRecords","doin the Fun'n'Run this weekend #abilacityPark",NA,NA,NA,2014-01-23 19:46:41,2577,"doin funnrun weekend","","","doin the Fun'n'Run this weekend #abilacityPark","","","2014-01-23 19:46:00"
"2578","mbdata",2.014012e+13,"FriendsOfKronos","Sylvia's rally in the park just a distraction? #POK #terroristsnotasdumbastheylook",NA,NA,NA,2014-01-23 19:46:41,2578,"sylvias rally park just distraction","","","Sylvia's rally in the park just a distraction? #POK #terroristsnotasdumbastheylook","","","2014-01-23 19:46:00"
"2579","mbdata",2.014012e+13,"surferMan","the terorrist are off their rockers - they should all go back to church",NA,NA,NA,2014-01-23 19:46:41,2579,"terorrist rocker go back church","","","the terorrist are off their rockers - they should all go back to church","","","2014-01-23 19:46:00"
"2580","mbdata",2.014012e+13,"protoGuy","don't our cops practice with their guns?",NA,NA,NA,2014-01-23 19:46:41,2580,"cop practice gun","","","don't our cops practice with their guns?","","","2014-01-23 19:46:00"
"2581","mbdata",2.014012e+13,"CentralBulletin","Additional police units have responded to shooting scene #Abila #CentralBulletin",NA,NA,NA,2014-01-23 19:46:41,2581,"additional police unit respond shoot scene","","","Additional police units have responded to shooting scene #Abila #CentralBulletin","","","2014-01-23 19:46:00"
"2582","mbdata",2.014012e+13,"InternationalNews","Abila police department is keeping people away from the scene of the shooting. #IntNews",NA,NA,NA,2014-01-23 19:46:41,2582,"abila police department keep people away scene shoot","","","Abila police department is keeping people away from the scene of the shooting. #IntNews","","","2014-01-23 19:46:00"
"2583","mbdata",2.014012e+13,"prettyRain","we cant getout",NA,NA,NA,2014-01-23 19:46:41,2583,"cant getout","","","we cant getout","","","2014-01-23 19:46:00"
"2584","mbdata",2.014012e+13,"ReggieWassali","cops are leaving! cops are scared of the power of community #POKRally",NA,NA,NA,2014-01-23 19:46:47,2584,"cop leave cop scare power community","","","cops are leaving! cops are scared of the power of community #POKRally","","","2014-01-23 19:46:00"
